,ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Suggest count,Delivery Time,Shipment Cost,lat,long,db_cluster,Supply score
2496,12656,104-CI-T01,Pre-PQ Process,SO-517,DN-160,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-06-15,15-Jun-07,15-Jun-07,ARV,Adult,59,Loratidine 10mg QD,Nelfinavir (as mesilate),Viracept,250mg,Tablet,270,460,37453.2,81.42,0.3,Roche Madrid,No,3424.441305712492,11103.234819296562,,721,409,0.007048585402297828,40.44099815,-3.6172001503681876,10,11176.241867881965
2497,12658,111-MZ-T01,Pre-PQ Process,SO-671,DN-189,Mozambique,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-06-20,20-Jun-07,20-Jun-07,ARV,Adult,59,supplements,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,62000,458800.0,7.4,0.12,"Cipla, Goa, India",Yes,5778,20299.0,734.08,972,414,5.666376355251845e-05,24.25216005110323,62.08901659224073,0,20358.000056663765
2498,12659,104-CI-T01,Pre-PQ Process,SO-518,DN-149,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-05-18,18-May-07,18-May-07,HRDT,HIV test,59,70mg caplet daily (1x per day). 2. Metformin,"HIV, Genie II HIV-1/HIV-2 Kit",Genie,,Test kit,40,160,12160.0,76.0,1.9,Bio-Rad Laboratories,Yes,173,1754.0,,74,381,0.06336705202312139,33.64897205,-117.71755978070712,4,1821.063367052023
2499,12661,104-CI-T01,Pre-PQ Process,SO-640,DN-173,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-06-21,21-Jun-07,21-Jun-07,ARV,Adult,59,prenatal vitamin claritin,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,35074,374590.32,10.68,0.18,"Aurobindo Unit III, India",Yes,3116,1478.0,,943,415,1.3523580402864349e-05,17.46605305,78.38315469438473,1,1542.0000135235805
2500,12662,104-CI-T01,Pre-PQ Process,SO-641,DN-174,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-06-08,8-Jun-07,8-Jun-07,ARV,Adult,59,ibuprofen 800,Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30,621,10557.0,17.0,0.57,Gilead(Nycomed) Oranienburg DE,Yes,40,1388.0,,400,402,0.05587761674718197,24.25216005110323,62.08901659224073,0,1451.0558776167472
2501,12663,109-TZ-T01,Pre-PQ Process,SO-758,DN-234,Tanzania,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-07-13,13-Jul-07,13-Jul-07,HRDT,HIV test,59,azathioprine,"HIV 1/2, Capillus HIV Kit",Capillus,,Test kit,100,2000,278000.0,139.0,1.39,"Trinity Biotech, Plc",Yes,1415,4458.0,444.8,575,437,0.0015752650176678446,24.25216005110323,62.08901659224073,0,4517.001575265018
2502,12664,109-TZ-T01,Pre-PQ Process,SO-441,DN-246,Tanzania,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-08-13,13-Aug-07,13-Aug-07,ARV,Adult,59,Vitamins B-12 9Injection and by month),Efavirenz,Generic,600mg,Tablet,30,3149,51202.74,16.26,0.54,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,81.92,276,468,0.0010296441044957134,17.46605305,78.38315469438473,1,11163.235848940667
2503,12665,107-RW-T01,Pre-PQ Process,SO-489,DN-248,Rwanda,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-07-26,26-Jul-07,26-Jul-07,ARV,Pediatric,59,vit. c,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,50,2055.0,41.1,0.14,ABBVIE (Abbott) Logis. UK,Yes,50,661.06,3.29,638,450,0.264424,24.25216005110323,62.08901659224073,0,720.3244239999999
2504,12666,104-CI-T01,Pre-PQ Process,SO-733,DN-267,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-08-03,3-Aug-07,3-Aug-07,ARV,Adult,59,fentanyl,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,3090,127122.6,41.14,0.34,ABBVIE Ludwigshafen Germany,Yes,650,2457.0,203.4,377,458,0.0012233009708737864,49.47470885,8.437682841085376,2,2522.0012233009707
2505,12667,104-CI-T01,Pre-PQ Process,SO-524,DN-268,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-08-14,14-Aug-07,14-Aug-07,ARV,Pediatric,59,propranolol (as needed).,Zidovudine,Generic,10mg/ml,Oral solution,240,5076,20050.2,3.95,0.02,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,32.08,453,469,0.000638760694455674,17.46605305,78.38315469438473,1,11167.235458057256
2506,12669,104-CI-T01,Pre-PQ Process,SO-410,DN-219,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-07-10,10-Jul-07,10-Jul-07,HRDT,HIV test - Ancillary,59,atenolol,"HIV, Pepti-LAV 1|2 (HIV-1|2 Ab differenciation, Immuno-Blot)",Pepti-LAV,,Test kit - Ancillary,1,2,477.3,238.65,238.65,Bio-Rad Laboratories,Yes,6,1356.0,0.76,583,434,113.0,33.64897205,-117.71755978070712,4,1536.0
2507,12670,104-CI-T01,Pre-PQ Process,SO-774,DN-242,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-08-21,21-Aug-07,21-Aug-07,ARV,Adult,59,Cymbalta 60 mg,Abacavir,Generic,300mg,Tablet,60,3200,114560.0,35.8,0.6,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,183.3,588,476,0.0010132341515803128,17.46605305,78.38315469438473,1,11163.235832530714
2508,12671,104-CI-T01,Pre-PQ Process,SO-815,DN-262,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-08-03,3-Aug-07,3-Aug-07,ARV,Adult,59,One A Day Multiple Vitamin; Biotin - not all medications taken that date,Lamivudine,Generic,150mg,Tablet,60,22047,67022.88,3.04,0.05,"Ranbaxy, Paonta Shahib, India",Yes,1057,3348.0,107.24,830,458,0.00014366830233114694,24.25216005110323,62.08901659224073,0,3411.0001436683024
2509,12672,107-RW-T01,Pre-PQ Process,SO-824,DN-266,Rwanda,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-08-02,2-Aug-07,2-Aug-07,HRDT,HIV test,59,Norethindrone,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit",First Response,,Test kit,30,2034,33561.0,16.5,0.55,Premier Med. Corp Ltd. India,Yes,768,4465.1,53.7,363,457,0.0028583737913798757,24.25216005110323,62.08901659224073,0,4524.102858373792
2510,12673,111-MZ-T01,Pre-PQ Process,SO-502,DN-282,Mozambique,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-10-10,10-Oct-07,10-Oct-07,ARV,Pediatric,59,IV Zometa every 3 months,Abacavir,Generic,20mg/ml,Oral solution,240,1020,21930.0,21.5,0.09,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,35.09,417,526,0.003178773808879413,17.46605305,78.38315469438473,1,11163.23799807037
2511,12675,104-CI-T01,Pre-PQ Process,SO-590,DN-220,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-07-18,18-Jul-07,18-Jul-07,ARV,Adult,59,Acetaminophen (Tab) TYLENOL 500 MG Take 1,Saquinavir,Invirase,200mg,Capsule,270,36,2831.04,78.64,0.29,Roche Basel,No,3424.441305712492,11103.234819296562,4.53,665,442,0.09006525791825003,47.55968225,7.607328500951973,5,11171.32488455448
2512,12676,104-CI-T01,Pre-PQ Process,SO-543,DN-227,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-07-18,18-Jul-07,18-Jul-07,HRDT,HIV test,59,AREDS,"HIV 1/2, Bioline 3.0 Kit (no accessories)",Bioline,,Test kit,30,167,3340.0,20.0,0.67,"Standard Diagnostics, Korea",Yes,67,1439.0,5.34,569,442,0.1286084547323264,24.25216005110323,62.08901659224073,0,1502.1286084547323
2513,12680,119-NA-T01,Pre-PQ Process,SO-884,DN-322,Namibia,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-09-07,7-Sep-07,7-Sep-07,HRDT,HIV test,59,500mg vitamin C,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,300,24000.0,80.0,0.8,ABBVIE GmbH & Co.KG Wiesbaden,No,3424.441305712492,11103.234819296562,38.4,307,493,0.010807830950190004,24.25216005110323,62.08901659224073,0,11166.245627127511
2514,12682,109-TZ-T01,Pre-PQ Process,SO-455,DN-290,Tanzania,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-09-10,10-Sep-07,10-Sep-07,ARV,Adult,59,allopurinol 100mg PO BID,Efavirenz,Generic,600mg,Tablet,30,8000,130080.0,16.26,0.54,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,208.13,372,496,0.0004052936606321251,17.46605305,78.38315469438473,1,11167.235224590222
2515,12683,109-TZ-T01,Pre-PQ Process,SO-455,DN-290,Tanzania,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-09-10,10-Sep-07,10-Sep-07,ARV,Adult,59,Divalproex Sodium Capsule Delayed Release Sprinkle 125 MG,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,4155,170770.5,41.1,0.34,ABBVIE Ludwigshafen Germany,No,3424.441305712492,11103.234819296562,273.23,341,496,0.0007803488050678703,49.47470885,8.437682841085376,2,11168.235599645366
2516,12684,109-TZ-T01,Pre-PQ Process,SO-455,DN-290,Tanzania,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-09-10,10-Sep-07,10-Sep-07,ARV,Pediatric,59,fluconazole 200mg x2 every 12 hrs,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300,147,6041.7,41.1,0.14,ABBVIE (Abbott) Logis. UK,No,3424.441305712492,11103.234819296562,9.67,319,496,0.02205679785753062,24.25216005110323,62.08901659224073,0,11166.25687609442
2517,12685,111-MZ-T01,Pre-PQ Process,SO-298,DN-304,Mozambique,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-09-21,21-Sep-07,21-Sep-07,ARV,Adult,59,HCh med,Efavirenz,Generic,600mg,Tablet,30,2933,49127.75,16.75,0.56,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,78.6,586,507,0.0011054719689931813,17.46605305,78.38315469438473,1,11163.23592476853
2518,12686,111-MZ-T01,Pre-PQ Process,SO-298,DN-304,Mozambique,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-09-21,21-Sep-07,21-Sep-07,ARV,Pediatric,59,Levothyroxxine,Abacavir,Generic,20mg/ml,Oral solution,240,59,1241.95,21.05,0.09,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,1.99,599,507,0.054955072628084765,17.46605305,78.38315469438473,1,11163.28977436919
2519,12688,104-CI-T01,Pre-PQ Process,SO-959,DN-320,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-08-30,30-Aug-07,30-Aug-07,ARV,Adult,59,Linsinopril,Abacavir,Generic,300mg,Tablet,60,6000,165180.0,27.53,0.46,"Cipla, Patalganga, India",No,3424.441305712492,11103.234819296562,264.29,757,485,0.0005403915475095002,24.25216005110323,62.08901659224073,0,11166.23535968811
2520,12690,100-ZW-T01,Pre-PQ Process,SO-898,DN-357,Zimbabwe,PMO - US,From RDC,N/A - From RDC,3,Pre-PQ Process,2006-05-02,2007-09-18,18-Sep-07,18-Sep-07,ARV,Adult,59,metformin 500 mg BID; Potassium chloride 10 mEq daily,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1560,14820.0,9.5,0.16,"Aurobindo Unit III, India",Yes,90,1106.0,23.71,816,504,0.007877492877492877,17.46605305,78.38315469438473,1,1169.0078774928775
2521,12691,100-ZW-T01,Pre-PQ Process,SO-1074,DN-354,Zimbabwe,PMO - US,From RDC,N/A - From RDC,3,Pre-PQ Process,2006-05-02,2007-09-18,18-Sep-07,18-Sep-07,ARV,Adult,59,Vi,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,30,1600,3200.0,2.0,0.07,"Cipla, Goa, India",No,3424.441305712492,11103.234819296562,5.12,330,504,0.0020264683031606255,24.25216005110323,62.08901659224073,0,11165.236845764864
2522,12694,114-UG-T01,Pre-PQ Process,SO-1081,DN-363,Uganda,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-10-16,16-Oct-07,16-Oct-07,ARV,Adult,59,Cymbalta,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,1350,12825.0,9.5,0.16,"Aurobindo Unit III, India",Yes,80,739.0,20.52,871,532,0.006842592592592593,17.46605305,78.38315469438473,1,803.0068425925926
2523,12710,104-CI-T01,Pre-PQ Process,SO-963,DN-323,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-09-14,14-Sep-07,14-Sep-07,ARV,Pediatric,59,and Vitamin D 50,Abacavir,Generic,20mg/ml,Oral solution,240,1500,24750.0,16.5,0.07,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,39.6,62,500,0.0021615661900380007,17.46605305,78.38315469438473,1,11167.236980862752
2524,12711,117-ET-T01,Pre-PQ Process,SO-914,DN-332,Ethiopia,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-09-04,4-Sep-07,4-Sep-07,ARV,Pediatric,59,zyrtec 10 mg daily by mouth,Nevirapine,Generic,10mg/ml,Oral suspension,240,10336,64083.2,6.2,0.03,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,102.53,554,490,0.0003136947837709947,17.46605305,78.38315469438473,1,11167.235132991345
2525,12712,117-ET-T01,Pre-PQ Process,SO-914,DN-332,Ethiopia,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-09-04,4-Sep-07,4-Sep-07,ARV,Pediatric,59,saw palmetto fruit,Nevirapine,Generic,10mg/ml,Oral suspension,240,12512,77574.4,6.2,0.03,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,124.12,710,490,0.0002591391692021261,17.46605305,78.38315469438473,1,11167.235078435731
2526,12714,110-ZM-T01,Pre-PQ Process,SO-626,DN-329,Zambia,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-08-31,31-Aug-07,31-Aug-07,ARV,Adult,59,Vitamin D3 3000 IU,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,4078,167605.8,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,885,4119.6,268.17,385,486,0.0011414701457178246,49.47470885,8.437682841085376,2,4184.601141470146
2527,12715,104-CI-T01,Pre-PQ Process,SO-999,DN-349,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-09-12,12-Sep-07,12-Sep-07,ARV,Adult,59,gums,Saquinavir,Invirase,200mg,Capsule,270,7,550.48,78.64,0.29,Roche Basel,No,3424.441305712492,11103.234819296562,0.88,237,498,0.463192755008143,47.55968225,7.607328500951973,5,11171.698012051571
2528,12716,110-ZM-T01,Pre-PQ Process,SO-977,DN-396,Zambia,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-11-12,12-Nov-07,12-Nov-07,ARV,Pediatric,59,Saxenda,Nevirapine,Generic,10mg/ml,Oral suspension,240,10996,68175.2,6.2,0.03,"Aurobindo Unit III, India",Yes,3967,13094.92,109.08,854,559,0.0003001967028274278,17.46605305,78.38315469438473,1,13158.920300196703
2529,12718,106-HT-T01,Pre-PQ Process,SO-1099,DN-372,Haiti,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-10-06,6-Oct-07,6-Oct-07,HRDT,HIV test,59,general multivitamin,"HIV 1/2, Determine Complete HIV Kit",Determine,,Test kit,100,600,43200.0,72.0,0.72,ABBVIE GmbH & Co.KG Wiesbaden,Yes,137,1732.74,69.12,223,522,0.02107956204379562,24.25216005110323,62.08901659224073,0,1795.7610795620437
2530,12723,110-ZM-T01,Pre-PQ Process,SO-535,DN-380,Zambia,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-10-17,17-Oct-07,17-Oct-07,HRDT,HIV test - Ancillary,59,Jardiance,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,,Test kit - Ancillary,100,872,8.72,0.01,0.0,Inverness Japan,No,3424.441305712492,11103.234819296562,0.01,711,533,0.0037182904645149096,57.4797553,-4.223209,3,11169.238537587027
2531,12724,112-NG-T01,Pre-PQ Process,SO-565,DN-373,Nigeria,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-09-20,20-Sep-07,20-Sep-07,ARV,Pediatric,59,albuterol sulfate inhalation,Nevirapine,Generic,10mg/ml,Oral suspension,240,1622,10056.4,6.2,0.03,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,16.09,887,506,0.0019989822965826146,17.46605305,78.38315469438473,1,11163.236818278858
2532,12729,111-MZ-T01,Pre-PQ Process,SO-1038,DN-426,Mozambique,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-11-29,29-Nov-07,29-Nov-07,ARV,Adult,59,Sucralfate,Efavirenz,Generic,600mg,Tablet,30,37300,463266.0,12.42,0.41,"Cipla, Goa, India",No,3424.441305712492,11103.234819296562,741.23,207,576,8.692625429107241e-05,24.25216005110323,62.08901659224073,0,11162.234906222817
2533,12734,104-CI-T01,Pre-PQ Process,SO-1245,DN-423,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-11-13,13-Nov-07,13-Nov-07,ARV,Adult,59,Vitamin,Zidovudine,Generic,300mg,Tablet,60,6,48.9,8.15,0.14,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,0.08,971,560,0.5403915475095001,17.46605305,78.38315469438473,1,11163.77521084407
2534,12735,100-ZW-T01,Pre-PQ Process,SO-1150,DN-425,Zimbabwe,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-11-16,16-Nov-07,16-Nov-07,ARV,Adult,59,lutein,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,22,162.8,7.4,0.12,"Cipla, Goa, India",No,3424.441305712492,11103.234819296562,0.26,884,563,0.14737951295713642,24.25216005110323,62.08901659224073,0,11162.382198809519
2535,12736,104-CI-T01,Pre-PQ Process,SO-1546,DN-609,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-02-19,19-Feb-08,19-Feb-08,ARV,Adult,59,omeprezole,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,30,44000,88000.0,2.0,0.07,"Cipla, Goa, India",No,3424.441305712492,11103.234819296562,140.8,614,658,7.368975647856821e-05,24.25216005110323,62.08901659224073,0,11162.234892986318
2536,12737,104-CI-T01,Pre-PQ Process,SO-1663,DN-611,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-03-06,19-Feb-08,19-Feb-08,ARV,Adult,59,Renagel,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,44400,328560.0,7.4,0.12,"Cipla, Goa, India",No,3424.441305712492,11103.234819296562,525.7,990,674,7.30258847985811e-05,24.25216005110323,62.08901659224073,0,11162.234892322447
2537,12738,105-GY-T01,Pre-PQ Process,SO-1233,DN-416,Guyana,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-11-07,7-Nov-07,7-Nov-07,ARV,Adult,59,Vitamin C and Selexa,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,986,81049.2,82.2,0.68,ABBVIE Ludwigshafen Germany,No,3424.441305712492,11103.234819296562,129.68,412,554,0.0032883866988407716,49.47470885,8.437682841085376,2,11164.23810768326
2538,12739,104-CI-T01,Pre-PQ Process,SO-1101,DN-434,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-11-22,22-Nov-07,22-Nov-07,ARV,Pediatric,59,Vistaril (not sure if took because it is a PRN medication),Abacavir,Generic,20mg/ml,Oral solution,240,96,2400.0,25.0,0.1,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,3.84,32,569,0.03377447171934376,17.46605305,78.38315469438473,1,11163.268593768282
2539,12740,110-ZM-T01,Pre-PQ Process,SO-1078,DN-438,Zambia,PMO - US,From RDC,N/A - From RDC,4,Pre-PQ Process,2006-05-02,2007-11-21,21-Nov-07,21-Nov-07,ARV,Adult,59,Junel,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,18974,140407.6,7.4,0.12,"Cipla, Goa, India",Yes,1928,7194.3,224.65,496,568,0.0001966629810524732,24.25216005110323,62.08901659224073,0,7257.300196662981
2540,12741,106-HT-T01,Pre-PQ Process,SO-1286,DN-458,Haiti,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-12-05,5-Dec-07,5-Dec-07,ARV,Pediatric,59,olmesartan 20-12.5 mg.,Efavirenz,Generic,200mg,Capsule,90,500,8000.0,16.0,0.18,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,12.8,485,582,0.006484698570114002,17.46605305,78.38315469438473,1,11163.241303995132
2541,12742,106-HT-T01,Pre-PQ Process,SO-1286,DN-458,Haiti,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-12-05,5-Dec-07,5-Dec-07,ARV,Pediatric,59,bio cleanse (magnesium),Zidovudine,Generic,100mg,Capsule,100,480,2635.2,5.49,0.05,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,4.22,495,582,0.006754894343868752,17.46605305,78.38315469438473,1,11163.241574190906
2542,12748,104-CI-T01,Pre-PQ Process,SO-604,DN-446,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-11-30,30-Nov-07,30-Nov-07,ARV,Adult,59,calcium with vitamin D,Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,Tablet - FDC,60,488,34160.0,70.0,1.17,GSK Ware (UK),No,3424.441305712492,11103.234819296562,54.66,541,577,0.006644158371018445,24.25216005110323,62.08901659224073,0,11162.241463454933
2543,12749,104-CI-T01,Pre-PQ Process,SO-1297,DN-449,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-12-18,18-Dec-07,18-Dec-07,ARV,Adult,59,lorazepam concentrate 2mg/ml,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,403,16563.3,41.1,0.34,ABBVIE Ludwigshafen Germany,Yes,88,1603.44,26.5,457,595,0.045213173922851346,49.47470885,8.437682841085376,2,1664.4852131739228
2544,12751,112-NG-T01,Pre-PQ Process,SO-567,DN-475,Nigeria,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-12-03,3-Dec-07,3-Dec-07,ARV,Adult,59,Generic zyrtec,Lamivudine,Generic,150mg,Tablet,60,645,2134.95,3.31,0.06,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,3.42,972,580,0.005026898116367444,17.46605305,78.38315469438473,1,11163.239846194678
2545,12752,112-NG-T01,Pre-PQ Process,SO-567,DN-475,Nigeria,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-12-03,3-Dec-07,3-Dec-07,ARV,Adult,59,vitamin D3 50mcg,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,1542,11565.0,7.5,0.12,"Cipla, Goa, India",No,3424.441305712492,11103.234819296562,18.5,553,580,0.0021026908463404673,24.25216005110323,62.08901659224073,0,11162.236921987409
2546,12753,111-MZ-T01,Pre-PQ Process,SO-1040,DN-487,Mozambique,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-02-08,8-Feb-08,8-Feb-08,ARV,Adult,59,Sertraline Hci 25mg,Ritonavir,Norvir,100mg,Capsule,84,210,8055.6,38.36,0.46,ABBVIE (Abbott) Logis. UK,Yes,63,740.16,12.89,689,647,0.055945578231292516,24.25216005110323,62.08901659224073,0,799.2159455782313
2547,12754,104-CI-T01,Pre-PQ Process,SO-1483,DN-501,Côte d'Ivoire,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-12-14,14-Dec-07,14-Dec-07,ARV,Adult,59,and Cortisone Cream for rash after developing it.,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,40000,296000.0,7.4,0.12,"Cipla, Goa, India",Yes,4026,13325.0,473.6,491,591,8.27434177844014e-05,24.25216005110323,62.08901659224073,0,13384.000082743418
2548,12755,102-NG-T01,Pre-PQ Process,SO-1504,DN-515,Nigeria,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-01-09,9-Jan-08,9-Jan-08,HRDT,HIV test,59,careg,"HIV, Genie II HIV-1/HIV-2 Kit",Genie,,Test kit,40,375,28500.0,76.0,1.9,Bio-Rad Laboratories,Yes,411,3147.0,45.6,89,617,0.020418491484184915,33.64897205,-117.71755978070712,4,3210.020418491484
2549,12756,112-NG-T01,Pre-PQ Process,SO-1570,DN-535,Nigeria,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2008-01-09,9-Jan-08,9-Jan-08,ARV,Adult,59,Aspirin 81 mg daily,Zidovudine,Generic,300mg,Tablet,60,125,1018.75,8.15,0.14,"Aurobindo Unit III, India",No,3424.441305712492,11103.234819296562,1.63,123,617,0.025938794280456007,17.46605305,78.38315469438473,1,11163.260758090843
2550,12759,117-ET-T01,Pre-PQ Process,SO-1523,DN-520,Ethiopia,PMO - US,From RDC,N/A - From RDC,0,Pre-PQ Process,2006-05-02,2007-12-20,20-Dec-07,20-Dec-07,ARV,Adult,59,previside,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,9691,92064.5,9.5,0.16,"Aurobindo Unit III, India",Yes,899,6483.0,147.3,542,597,0.0007441281539503931,17.46605305,78.38315469438473,1,6543.000744128154
